3227;5400;107.55;-89.98333333;99999;-68.73710384;2;58
3228;5400;107.5833333;-89.98333333;99999;-68.77679749;2;58
3229;5400;107.6166667;-89.98333333;99999;-68.82277845;2;58
3230;5400;107.65;-89.98333333;99999;-68.86429263;2;58
3231;5400;107.6833333;-89.98333333;99999;-68.89673581;2;58
3232;5400;107.7166667;-89.98333333;99999;-68.92465138;2;58
3233;5400;107.75;-89.98333333;99999;-68.95175601;2;58
3234;5400;107.7833333;-89.98333333;99999;-68.99935024;2;58
3235;5400;107.8166667;-89.98333333;99999;-69.06060997;2;58
3236;5400;107.85;-89.98333333;99999;-69.10364443;2;58
3237;5400;107.8833333;-89.98333333;99999;-69.12769616;2;58
3238;5400;107.9166667;-89.98333333;99999;-69.15041714;2;58
3239;5400;107.95;-89.98333333;99999;-69.16386428;2;58
3240;5400;107.9833333;-89.98333333;99999;-69.12332658;2;58
3241;5400;108.0166667;-89.98333333;99999;-68.97136084;2;58
3242;5400;108.05;-89.98333333;99999;-68.76612437;2;58
3243;5400;108.0833333;-89.98333333;99999;-68.56818988;2;58
3244;5400;108.1166667;-89.98333333;99999;-68.37321788;2;58
3245;5400;108.15;-89.98333333;99999;-68.17508102;2;58
3246;5400;108.1833333;-89.98333333;99999;-67.73090594;2;58
3247;5400;108.2166667;-89.98333333;99999;-66.76694471;2;58
3248;5400;108.25;-89.98333333;99999;-65.53023685;2;58
3249;5400;108.2833333;-89.98333333;99999;-64.32893191;2;58
3250;5400;108.3166667;-89.98333333;99999;-63.2756989;2;58
3227;5399;107.55;-89.95;99999;-58.71600144;2;58
3228;5399;107.5833333;-89.95;99999;-58.75086107;2;58
3229;5399;107.6166667;-89.95;99999;-58.78568563;2;58
3230;5399;107.65;-89.95;99999;-58.82048009;2;58
3231;5399;107.6833333;-89.95;99999;-58.85535569;2;58
3232;5399;107.7166667;-89.95;99999;-58.89017532;2;58
3233;5399;107.75;-89.95;99999;-58.92503988;2;58
3234;5399;107.7833333;-89.95;99999;-58.95987579;2;58
3235;5399;107.8166667;-89.95;99999;-58.99471026;2;58
3236;5399;107.85;-89.95;99999;-59.02953102;2;58
3237;5399;107.8833333;-89.95;99999;-59.06437929;2;58
3238;5399;107.9166667;-89.95;99999;-59.09925108;2;58
3239;5399;107.95;-89.95;99999;-59.13408596;2;58
3240;5399;107.9833333;-89.95;99999;-59.16896042;2;58
3241;5399;108.0166667;-89.95;99999;-59.16890914;2;58
3242;5399;108.05;-89.95;99999;-59.14167184;2;58
3243;5399;108.0833333;-89.95;99999;-59.10872715;2;58
